case,config,part_a,part_b,part_a_name,part_b_name,is_adjacent,mean_bbox_overlap,volume_bbox_overlap,thin_axis_overlap,normalized_center_distance,normalized_center_distance_xy,invalid_overlap_penalty,pair_separation_or_contact_score
0013_01_frame001,front_back_occupancy_true,6,7,left_foot_endpoint,right_foot_endpoint,False,0.6964160733888868,0.6697729797155766,0.9825990174767549,0.6288275445382004,0.4657711226718737,0.703135144435278,0.8733715896363895
0013_01_frame001,collision_aware_topology_true,0,1,head_hair,torso_shoulder,True,0.6637830304993024,0.0,1.0,0.21179706974026768,0.19152529480791958,0.0,0.41871301511614784
0013_01_frame001,collision_aware_topology_true,0,2,head_hair,left_arm_endpoint,False,0.5677354340704864,0.0,1.0,0.29267103363467944,0.21760828423551795,0.0,0.40648754671483256
0013_01_frame001,collision_aware_topology_true,0,3,head_hair,right_arm_endpoint,False,0.5993599032455794,0.5400458261057555,1.0,0.2909861320183607,0.16863439839567557,0.42591342580817426,0.40414740558105655
0013_01_frame001,collision_aware_topology_true,0,4,head_hair,left_leg,False,0.8900546896244879,0.8751054322472489,1.0,0.21466974399202268,0.19760285877554518,1.0,0.29815242221114263
0013_01_frame001,collision_aware_topology_true,0,5,head_hair,right_leg,False,1.0,1.0,1.0,0.23403840046282867,0.21147498924600197,1.0,0.32505333397615094
0013_01_frame001,collision_aware_topology_true,0,6,head_hair,left_foot_endpoint,False,1.0,1.0,1.0,0.24266105279629532,0.17443053022450244,1.0,0.3370292399948546
0013_01_frame001,collision_aware_topology_true,0,7,head_hair,right_foot_endpoint,False,1.0,1.0,1.0,0.2353750526788937,0.19820628660807957,1.0,0.3269097953873524
0013_01_frame001,collision_aware_topology_true,1,2,torso_shoulder,left_arm_endpoint,True,0.8493546148078243,0.824631128926745,0.9880804218746654,0.24043041042391972,0.09100385289076082,0.0,0.6612297786450596
0013_01_frame001,collision_aware_topology_true,1,3,torso_shoulder,right_arm_endpoint,True,0.8591763587557845,0.8523583715584389,1.0,0.20585888764066612,0.08991564554385245,0.0,0.6645085861158242
0013_01_frame001,collision_aware_topology_true,1,4,torso_shoulder,left_leg,True,1.0,1.0,1.0,0.0735889485494629,0.028161840415216396,0.0,0.8798460187411253
